,Word,definition
8307,foul,(transitive) To make dirty.
8308,foul,"(sports) A breach of the rules of a game, especially one involving inappropriate contact with an opposing player in order to gain an advantage; for example, tripping someone up in soccer, or contact of any kind in basketball."
8309,loaded,simple past tense and past participle of load
8310,loaded,Burdened by some heavy load; packed.
8311,amidst,In the midst or middle of; surrounded or encompassed by; among.
8312,titles,plural of title
8313,ancestors,plural of ancestor
8314,ancestors,Third-person singular simple present indicative form of ancestor
8315,types,plural of type
8316,types,Third-person singular simple present indicative form of type
8317,commanding,present participle of command
8318,commanding,"Tending to give commands, authoritarian."
8319,commanding,The act of giving a command.
8320,madness,The state of being mad; insanity; mental disease.
8321,happily,(archaic) By chance; perhaps.
8322,assigned,simple past tense and past participle of assign
8323,declined,simple past tense and past participle of decline
8324,temptation,The act of tempting
8325,subsequent,"Following in time; coming or being after something else at any time, indefinitely."
8326,jewels,plural of jewel
8327,jewels,Third-person singular simple present indicative form of jewel
8328,breathed,simple past tense and past participle of breathe
8329,breathed,(in combination) Having a specified kind of breath.
8330,willingly,Of one’s own free will; freely and spontaneously.
8331,youthful,Young or seeming young.
8332,bells,plural of bell
8333,bells,Third-person singular simple present indicative form of bell
8334,spectacle,"An exciting or extraordinary scene, exhibition, performance etc."
8335,uneasy,"Restless; disturbed by pain, anxiety"
8336,uneasy,(rare) Not easy; difficult.
8337,shine,(intransitive) To emit light.
8338,shine,Brightness from a source of light.
8339,shine,(transitive) To cause (something) to shine; put a shine on (something); polish (something).
8340,formidable,"Causing fear, dread, awe, or discouragement as a result of size, strength, or some other impressive feature; commanding respect; causing wonder or astonishment."
8341,stately,"(of people) regal, dignified; worthy of respect."
8342,stately,In a stately manner.
8343,machinery,"The machines constituting a production apparatus, in a plant etc., collectively."
8344,fragments,plural of fragment
8345,fragments,Third-person singular simple present indicative form of fragment
8346,rushing,present participle of rush
8347,rushing,A rapid surging motion.
8348,rushing,Rapidly flowing or surging.
8349,attractive,Causing attraction; having the quality of attracting by inherent force.
8350,product,"(countable, uncountable) A commodity offered for sale."
8351,economic,Pertaining to an economy.
8352,sickness,The quality or state of being sick or diseased; illness.
8353,uses,plural of use
8354,uses,Third-person singular simple present indicative form of use
8355,dashed,past participle of dash
8356,dashed,(of a line) Made up of short lines with small gaps between each one and the next.
8357,engine,"A large construction used in warfare, such as a battering ram, catapult etc. [from 14th c.]"
8358,engine,"(transitive, dated) To equip with an engine; said especially of steam vessels."
8359,ashore,(nautical) On the land as opposed to onboard.
8360,dates,plural of date
8361,dates,Third-person singular simple present indicative form of date
8362,theirs,"That which belongs to them; the possessive case of they, used without a following noun."
8363,adv,Abbreviation of adverb.
8364,clasped,simple past tense and past participle of clasp
8365,international,Of or having to do with more than one nation.
8366,international,(sports) Someone who has represented their country in a particularly sport.
8367,leather,"A tough material produced from the skin of animals, by tanning or similar process, used e.g. for clothing."
8368,leather,Made of leather.
8369,leather,To cover with leather.
8370,spared,simple past tense and past participle of spare
8371,crushed,simple past tense and past participle of crush
8372,crushed,"Pulverized, rendered into small, disconnected fragments."
8373,interfere,"(intransitive) To get involved or involve oneself, causing disturbance."
8374,subtle,Hard to grasp; not obvious or easily understood; barely noticeable.
8375,waved,simple past tense and past participle of wave
8376,waved,Having a wave-like form or outline; undulating.
8377,slope,An area of ground that tends evenly upward or downward.
8378,slope,(intransitive) To tend steadily upward or downward.
8379,slope,(obsolete) Sloping.
8380,slope,(obsolete) slopingly
8381,floating,That floats or float.
8382,floating,present participle of float
8383,floating,(in the plural) Material that floats in a liquid.
8384,worry,"(intransitive) To be troubled, to give way to mental anxiety."
8385,worry,A strong feeling of anxiety.
8386,effected,simple past tense and past participle of effect
8387,effected,(music) Modified by effects.
8388,passengers,plural of passenger
8389,violently,In a violent manner.
8390,donation,A voluntary gift or contribution for a specific cause.
8391,steamer,"(Britain, slang) A mug."
8392,steamer,A device or object that works by the operation of steam.
8393,steamer,(intransitive) To travel by steamer.
8394,witnesses,plural of witness
8395,witnesses,Third-person singular simple present indicative form of witness
8396,specified,Thoroughly explained. (Can we add an example for this sense?)
8397,specified,simple past tense and past participle of specify
8398,learnt,"(Britain, New England, African American Vernacular, Ireland, Australia, New Zealand, South Africa, alternative in  US, Canada) simple past tense of learn"
8399,stores,plural of store
8400,stores,Third-person singular simple present indicative form of store
8401,designed,simple past tense and past participle of design
8402,designed,created according to a design
8403,guessed,simple past tense and past participle of guess
8404,roger,(radio telecommunications) Received (used in radio communications to acknowledge that a message has been received and understood)
8405,roger,"(transitive, vulgar slang) Of a man, to have sexual intercourse with (someone), especially in a rough manner."
8406,timber,(uncountable) Trees in a forest regarded as a source of wood.
8407,timber,Used by loggers to warn others that a tree being felled is falling.
8408,timber,(transitive) To fit with timbers.
8409,timber,Misspelling of timbre.
8410,talents,plural of talent
8411,heed,Careful attention.
8412,heed,"(obsolete) To guard, protect."
8413,Jackson,A British patronymic surname​.
8414,Jackson,(US) A U.S. 20-dollar banknote USD. (from the portrait of President Andrew Jackson on the bill)
8415,murdered,simple past tense and past participle of murder
8416,vivid,"(of perception) Clear, detailed or powerful."
8417,vivid,(New Zealand) A felt-tipped permanent marker.
8418,woe,Great sadness or distress; a misfortune causing such sadness.
8419,woe,(obsolete) woeful; sorrowful
8420,woe,(obsolete) An exclamation of grief.
8421,calculate,"(transitive, mathematics) To determine the value of something or the solution to something by a mathematical process."
8422,killing,present participle of kill
8423,killing,"That literally deprives of life; lethal, deadly, fatal."
8424,killing,An instance of someone being killed.
8425,Laura,A female given name.
8426,savages,plural of savage
8427,wasted,Not profitably used.
8428,wasted,simple past tense and past participle of waste
8429,trifle,"An English dessert made from a mixture of thick custard, fruit, sponge cake, jelly and whipped cream."
8430,trifle,(intransitive) To deal with something as if it were of little importance or worth.
