,Word,definition
12978,monastery,building for housing monks or others who have taken religious vows
12985,precaution,Previous caution or care; caution previously employed to prevent misfortune or to secure good
12991,insight,A sight or view of the interior of anything; a deep inspection or view; introspection; frequently used with into.
12993,stature,A person or animal's natural height when standing upright.
13000,shift,"(historical) A type of women's undergarment, a slip."
13004,mould,"(Britain, Canada, Australia) Alternative spelling of mold"
13006,courses,plural of course
13009,associates,plural of associate
13011,hymn,A song of praise or worship.
13013,rapture,"Extreme pleasure, happiness or excitement."
13017,trumpet,"(music) A musical instrument of the brass family, generally tuned to the key of B-flat; by extension, any type of lip-vibrated aerophone, most often valveless and not chromatic."
13022,firmness,The state of being firm; strength; permanence; stability; hardness; resolution.
13027,breeding,Propagation of offspring through sexual reproduction.
13032,questioning,The action of asking questions; a survey; an inquiry.
13035,factor,"(obsolete) A doer, maker; a person who does things for another person or organization."
13037,monuments,plural of monument
13038,loveliness,"(uncountable) The property of being lovely, of attractiveness, beauty, appearing to be lovable."
13041,communities,plural of community
13042,saloon,"(US) A tavern, especially in an American Old West setting."
13044,witch,A person who practices witchcraft; a woman or (archaic  outside dialects and Wicca) man who practices witchcraft.
13051,seamen,plural of seaman
13055,gladness,The state of being glad; joy.
13056,pomp,Show of magnificence; parade; display; power.
13060,mess,"A disagreeable mixture or confusion of things; hence, a situation resulting from blundering or from misunderstanding; a disorder."
13064,sanctuary,"A place of safety, refuge, or protection."
13078,judging,The act of making a judgment.
13082,expenditure,"(uncountable, countable) Act of expending or paying out."
13088,forcing,"(horticulture) The art of raising plants at an earlier season than is normal, especially by using a hotbed"
13090,studio,An artist’s or photographer’s workshop or the room in which an artist works.
13091,exposure,"(uncountable) The condition of being exposed, uncovered, or unprotected."
13094,compilation,(uncountable) The act or process of compiling or gathering together from various sources.
13096,eve,"The day or night before, usually used for holidays, such as Christmas Eve."
13102,countess,The wife of a count or earl.
13111,champagne,"(countable, uncountable) A sparkling white wine made from a blend of grapes, especially Chardonnay and pinot, produced in Champagne, France, by the méthode champenoise."
13115,carter,(dated) A person who transports a load on a cart that is drawn by a beast of burden.
13117,mule,The generally sterile male or female hybrid offspring of a male donkey and a female horse.
13121,parson,An Anglican cleric having full legal control of a parish under ecclesiastical law; a rector.
13122,rascal,"A dishonest person; a rogue, a scoundrel, a trickster."
13126,banner,"A flag or standard used by a military commander, monarch or nation."
13129,divorce,The legal dissolution of a marriage.
13139,organizations,plural of organization
13142,bolt,"A (usually) metal fastener consisting of a cylindrical body that is threaded, with a larger head on one end. It can be inserted into an unthreaded hole up to the head, with a nut then threaded on the other end; a heavy machine screw."
13145,ticket,"A pass entitling the holder to admission to a show, concert, etc."
13149,captivity,The state of being captive.
13156,vein,(anatomy) A blood vessel that transports blood from the capillaries back to the heart.
13158,lists,plural of list
13160,gallop,"The fastest gait of a horse, a two-beat stride during which all four legs are off the ground simultaneously."
13162,communications,plural of communication
13163,dagger,"(weaponry) A stabbing weapon, similar to a sword but with a short, double-edged blade."
13168,shoe,"A protective covering for the foot, with a bottom part composed of thick leather or plastic sole and often a thicker heel, and a softer upper part made of leather or synthetic material. Shoes generally do not extend above the ankle, as opposed to boots, which do."
13174,infancy,The earliest period of childhood (crawling rather than walking).
13175,foam,A substance composed of a large collection of bubbles or their solidified remains.
13178,tavern,"A building containing a bar licensed to sell alcoholic drinks, and usually offering accommodation; an inn."
13179,fraud,(law) The crime of stealing or otherwise illegally obtaining money by use of deception tactics.
13182,cradle,"A bed or cot for a baby, oscillating on rockers or swinging on pivots."
13184,rifles,plural of rifle
13187,censure,"The act of blaming, criticizing, or condemning as wrong; reprehension."
13189,gentleness,The state of being gentle.
13195,explosion,"A violent release of energy (sometimes mechanical, nuclear, or chemical.)"
13196,catastrophe,Any large and disastrous event of great significance.
13199,cats,plural of cat
13205,fireplace,An open hearth for holding a fire at the base of a chimney.
13206,gravel,"(uncountable) Small fragments of rock, used for laying on the beds of roads and railways, and as ballast."
13209,discovering,A discovery.
13213,jar,"(originally) An earthenware container, either with two or no handles, for holding oil, water, wine, etc., or used for burial. [from late 16th c.]"
13215,selfishness,the quality of being selfish; the condition of putting one's own interests before those of others.
13217,clerks,plural of clerk
13219,ark,A large box with a flat lid.
13223,sauce,A liquid (often thickened) condiment or accompaniment to food.
13226,exceptions,plural of exception
13227,bullets,plural of bullet
13229,writ,"(law) A written order, issued by a court, ordering someone to do (or stop doing) something."
13234,moisture,A moderate degree of wetness.
13236,furnace,"(Britain) An industrial heating device, e.g. for smelting metal or baking ceramics."
13239,healing,The process where the cells in the body regenerate and repair themselves.
13243,apron,An article of clothing worn over the front of the torso and/or legs for protection from spills; also historically worn by Freemasons and as part of women's fashion.
13245,humiliation,The act of humiliating or humbling someone; abasement of pride; mortification.
